island,year,month,avg_temp_celsius,rainfall_mm,hurricane_category
Cuba,2022,December,26.1,104.4,0
Cuba,2023,January,26.0,63.2,0
Cuba,2023,February,26.0,66.5,0
Cuba,2023,March,27.0,69.8,0
Cuba,2023,April,26.7,80.8,0
Cuba,2023,May,29.0,130.0,0
Cuba,2023,June,28.2,205.7,0
Cuba,2023,July,29.0,151.0,0
Cuba,2023,August,29.8,219.2,0
Cuba,2023,September,29.9,176.1,0
Cuba,2023,October,28.7,237.1,0
Cuba,2023,November,27.1,140.1,0
Cuba,2023,December,25.8,96.4,0
Cuba,2024,January,25.8,65.4,0
Cuba,2024,February,26.0,65.9,0
Cuba,2024,March,27.3,63.4,0
Cuba,2024,April,28.0,79.8,0
Cuba,2024,May,28.2,131.3,0
Cuba,2024,June,29.8,151.9,0
Cuba,2024,July,28.8,182.3,0
Cuba,2024,August,29.2,163.0,0
Cuba,2024,September,29.2,223.8,0
Cuba,2024,October,27.8,205.7,0
Cuba,2024,November,28.6,272.6,2
Cuba,2024,December,25.9,117.4,0
Cuba,2025,January,27.2,76.6,0
Cuba,2025,February,26.6,69.5,0
Cuba,2025,March,26.3,53.5,0
Cuba,2025,April,27.1,75.2,0
Cuba,2025,May,27.1,131.2,0
Cuba,2025,June,29.2,179.9,0
Cuba,2025,July,28.4,164.8,0
Cuba,2025,August,29.9,241.6,0
Cuba,2025,September,29.5,208.1,0
Cuba,2025,October,29.4,198.6,0
Cuba,2025,November,28.1,143.6,0
Cuba,2025,December,27.4,90.0,0
Curacao,2015,January,26.1,40.7,0
Curacao,2015,February,27.2,28.7,0
Curacao,2015,March,26.9,24.7,0
Curacao,2015,April,26.8,43.5,0
Curacao,2015,May,29.3,82.8,0
Curacao,2015,June,29.2,153.7,0
Curacao,2015,July,30.0,287.0,2
Curacao,2015,August,29.8,139.0,0
Curacao,2015,September,30.6,145.9,0
Curacao,2015,October,27.9,177.1,0
Curacao,2015,November,28.7,266.9,2
Curacao,2015,December,27.0,50.7,0
Curacao,2016,January,27.0,40.5,0
Curacao,2016,February,26.0,29.6,0
Curacao,2016,March,28.1,21.8,0
Curacao,2016,April,28.3,34.3,0
Curacao,2016,May,28.6,60.2,0
Curacao,2016,June,29.4,136.1,0
Curacao,2016,July,29.4,108.2,0
Curacao,2016,August,30.2,145.0,0
Curacao,2016,September,29.1,203.3,0
Curacao,2016,October,28.1,137.7,0
Curacao,2016,November,27.7,89.0,0
Curacao,2016,December,26.5,45.5,0
Curacao,2017,January,26.5,34.1,0
Curacao,2017,February,26.4,20.5,0
Curacao,2017,March,26.7,17.4,0
Curacao,2017,April,28.1,32.2,0
Curacao,2017,May,27.7,78.8,0
Curacao,2017,June,28.1,101.0,0
Curacao,2017,July,28.7,146.7,0
Curacao,2017,August,30.6,175.9,0
Curacao,2017,September,29.1,197.0,0
Curacao,2017,October,29.2,157.6,0
Curacao,2017,November,28.4,108.1,0
Curacao,2017,December,27.7,72.6,0
Curacao,2018,January,26.4,43.7,0
Curacao,2018,February,26.7,21.6,0
Curacao,2018,March,28.0,21.2,0
Curacao,2018,April,27.6,38.5,0
Curacao,2018,May,29.2,95.3,0
Curacao,2018,June,27.9,128.4,0
Curacao,2018,July,29.4,117.0,0
Curacao,2018,August,30.1,130.2,0
Curacao,2018,September,30.2,195.2,0
Curacao,2018,October,29.1,177.7,0
Curacao,2018,November,27.6,105.2,0
Curacao,2018,December,27.1,74.2,0
Curacao,2019,January,26.2,46.3,0
Curacao,2019,February,27.4,24.2,0
Curacao,2019,March,27.3,17.4,0
Curacao,2019,April,26.9,42.5,0
Curacao,2019,May,28.5,83.7,0
Curacao,2019,June,29.1,150.9,0
Curacao,2019,July,30.6,109.9,0
Curacao,2019,August,30.6,181.7,0
Curacao,2019,September,29.5,423.6,3
Curacao,2019,October,29.7,186.2,0
Curacao,2019,November,26.7,90.6,0
Curacao,2019,December,27.1,56.7,0
Curacao,2020,January,25.9,43.6,0
Curacao,2020,February,26.9,30.2,0
Curacao,2020,March,28.2,19.4,0
Curacao,2020,April,27.4,27.8,0
Curacao,2020,May,29.6,76.2,0
Curacao,2020,June,28.5,121.5,0
Curacao,2020,July,28.4,154.2,0
Curacao,2020,August,29.5,188.9,0
Curacao,2020,September,28.9,187.2,0
Curacao,2020,October,28.4,145.9,0
Curacao,2020,November,27.9,118.9,0
Curacao,2020,December,26.3,56.5,0
Curacao,2021,January,27.2,33.1,0
Curacao,2021,February,27.2,20.4,0
Curacao,2021,March,26.1,22.2,0
Curacao,2021,April,27.7,43.6,0
Curacao,2021,May,28.8,76.6,0
Curacao,2021,June,29.7,136.8,0
Curacao,2021,July,28.7,140.7,0
Curacao,2021,August,29.7,148.4,0
Curacao,2021,September,29.8,176.6,0
Curacao,2021,October,28.2,155.1,0
Curacao,2021,November,27.9,102.7,0
Curacao,2021,December,27.1,66.2,0
Curacao,2022,January,26.5,43.8,0
Curacao,2022,February,27.3,31.0,0
Curacao,2022,March,27.8,19.6,0
Curacao,2022,April,28.7,27.8,0
Curacao,2022,May,29.1,98.4,0
Curacao,2022,June,29.3,149.4,0
Curacao,2022,July,28.4,129.1,0
Curacao,2022,August,29.7,161.0,0
Curacao,2022,September,30.1,163.3,0
Curacao,2022,October,29.5,458.7,4
Curacao,2022,November,28.4,122.5,0
Curacao,2022,December,26.1,59.2,0
Curacao,2023,January,25.6,49.8,0
Curacao,2023,February,27.1,22.3,0
Curacao,2023,March,27.2,23.5,0
Curacao,2023,April,27.0,31.2,0
Curacao,2023,May,27.4,64.5,0
Curacao,2023,June,29.2,107.3,0
Curacao,2023,July,30.2,123.3,0
Curacao,2023,August,29.8,183.9,0
Curacao,2023,September,29.1,134.7,0
Curacao,2023,October,29.8,128.2,0
Curacao,2023,November,28.9,124.9,0
Curacao,2023,December,26.9,64.1,0
Curacao,2024,January,27.0,36.9,0
Curacao,2024,February,27.4,20.2,0
Curacao,2024,March,27.0,18.0,0
Curacao,2024,April,28.4,35.6,0
Curacao,2024,May,29.0,79.0,0
Curacao,2024,June,29.9,98.3,0
Curacao,2024,July,29.4,152.5,0
Curacao,2024,August,30.2,123.3,0
Curacao,2024,September,29.8,208.8,0
Curacao,2024,October,29.8,182.8,0
Curacao,2024,November,27.3,87.9,0
Curacao,2024,December,26.8,68.2,0
Curacao,2025,January,27.0,41.8,0
Curacao,2025,February,26.4,27.4,0
Curacao,2025,March,27.3,21.7,0
Curacao,2025,April,26.7,28.0,0
Curacao,2025,May,28.4,68.8,0
Curacao,2025,June,28.3,99.0,0
Curacao,2025,July,30.5,151.0,0
Curacao,2025,August,30.9,171.1,0
Curacao,2025,September,28.6,200.3,0
Curacao,2025,October,29.2,186.0,0
Curacao,2025,November,28.8,131.8,0
Curacao,2025,December,26.5,59.0,0
Dominica,2015,January,27.1,60.6,0
Dominica,2015,February,26.9,42.1,0
Dominica,2015,March,27.1,24.9,0
Dominica,2015,April,28.7,42.4,0
Dominica,2015,May,27.8,110.5,0
Dominica,2015,June,29.2,139.4,0
Dominica,2015,July,30.1,125.9,0
Dominica,2015,August,29.2,192.8,0
Dominica,2015,September,30.1,217.1,0
Dominica,2015,October,28.2,129.8,0
Dominica,2015,November,27.5,116.8,0
Dominica,2015,December,26.5,74.9,0
Dominica,2016,January,27.1,44.2,0
Dominica,2016,February,28.0,36.3,0
Dominica,2016,March,28.5,29.9,0
Dominica,2016,April,28.9,51.3,0
Dominica,2016,May,28.9,67.7,0
Dominica,2016,June,30.1,138.7,0
Dominica,2016,July,30.8,139.4,0
Dominica,2016,August,29.9,181.2,0
Dominica,2016,September,28.8,183.1,0
Dominica,2016,October,28.1,161.7,0
Dominica,2016,November,28.4,100.6,0
Dominica,2016,December,27.1,59.2,0
Dominica,2017,January,27.6,53.3,0
Dominica,2017,February,26.2,37.3,0
Dominica,2017,March,26.7,25.4,0
Dominica,2017,April,28.3,44.8,0
Dominica,2017,May,28.9,81.3,0
Dominica,2017,June,30.1,136.4,0
Dominica,2017,July,28.7,116.7,0
Dominica,2017,August,29.0,137.6,0
Dominica,2017,September,30.2,176.2,0
Dominica,2017,October,30.0,136.0,0
Dominica,2017,November,29.1,92.2,0
Dominica,2017,December,27.6,69.0,0
Dominica,2018,January,25.8,55.0,0
Dominica,2018,February,26.4,27.1,0
Dominica,2018,March,28.1,29.3,0
Dominica,2018,April,28.3,52.1,0
Dominica,2018,May,28.8,103.5,0
Dominica,2018,June,30.0,134.8,0
Dominica,2018,July,30.9,163.4,0
Dominica,2018,August,31.2,176.5,0
Dominica,2018,September,30.6,206.4,0
Dominica,2018,October,29.3,151.4,0
Dominica,2018,November,27.3,114.9,0
Dominica,2018,December,27.4,67.8,0
Dominica,2019,January,25.8,40.0,0
Dominica,2019,February,27.3,39.9,0
Dominica,2019,March,27.5,22.6,0
Dominica,2019,April,27.2,48.4,0
Dominica,2019,May,28.6,103.8,0
Dominica,2019,June,29.8,119.4,0
Dominica,2019,July,29.9,143.4,0
Dominica,2019,August,30.4,130.7,0
Dominica,2019,September,29.8,220.5,0
Dominica,2019,October,29.8,232.4,1
Dominica,2019,November,27.2,121.8,0
Dominica,2019,December,27.0,79.1,0
Dominica,2020,January,26.2,56.8,0
Dominica,2020,February,26.6,29.6,0
Dominica,2020,March,27.9,37.0,0
Dominica,2020,April,27.4,48.8,0
Dominica,2020,May,29.1,80.3,0
Dominica,2020,June,28.9,161.4,0
Dominica,2020,July,28.7,168.0,0
Dominica,2020,August,29.3,194.3,0
Dominica,2020,September,28.9,215.6,0
Dominica,2020,October,29.3,150.6,0
Dominica,2020,November,28.5,109.5,0
Dominica,2020,December,26.9,55.9,0
Dominica,2021,January,27.6,46.9,0
Dominica,2021,February,27.0,34.7,0
Dominica,2021,March,26.7,36.4,0
Dominica,2021,April,27.9,36.8,0
Dominica,2021,May,29.1,111.4,0
Dominica,2021,June,28.4,153.4,0
Dominica,2021,July,28.9,176.4,0
Dominica,2021,August,29.3,156.7,0
Dominica,2021,September,30.1,206.1,0
Dominica,2021,October,29.4,137.8,0
Dominica,2021,November,28.9,95.2,0
Dominica,2021,December,27.3,87.3,0
Dominica,2022,January,27.5,44.5,0
Dominica,2022,February,27.6,30.6,0
Dominica,2022,March,27.7,35.9,0
Dominica,2022,April,27.3,46.7,0
Dominica,2022,May,29.9,69.3,0
Dominica,2022,June,29.9,107.3,0
Dominica,2022,July,29.8,172.3,0
Dominica,2022,August,30.0,147.9,0
Dominica,2022,September,28.6,200.9,0
Dominica,2022,October,28.2,148.2,0
Dominica,2022,November,27.2,118.8,0
Dominica,2022,December,27.7,82.5,0
Dominica,2023,January,25.8,48.9,0
Dominica,2023,February,27.9,33.3,0
Dominica,2023,March,27.2,29.5,0
Dominica,2023,April,28.9,35.3,0
Dominica,2023,May,28.4,69.0,0
Dominica,2023,June,28.8,171.2,0
Dominica,2023,July,30.5,171.6,0
Dominica,2023,August,31.0,510.0,4
Dominica,2023,September,30.2,294.9,1
Dominica,2023,October,29.4,153.9,0
Dominica,2023,November,28.2,94.0,0
Dominica,2023,December,26.7,86.8,0
Dominica,2024,January,26.0,49.5,0
Dominica,2024,February,27.3,43.0,0
Dominica,2024,March,28.0,25.9,0
Dominica,2024,April,27.6,49.1,0
Dominica,2024,May,27.8,83.0,0
Dominica,2024,June,29.4,113.6,0
Dominica,2024,July,30.2,152.5,0
Dominica,2024,August,30.4,195.5,0
Dominica,2024,September,30.5,539.7,4
Dominica,2024,October,29.0,130.4,0
Dominica,2024,November,27.6,147.4,0
Dominica,2024,December,26.8,76.9,0
Dominica,2025,January,27.6,50.5,0
Dominica,2025,February,26.6,43.2,0
Dominica,2025,March,26.7,27.7,0
Dominica,2025,April,28.4,40.3,0
Dominica,2025,May,29.7,78.0,0
Dominica,2025,June,29.6,133.8,0
Dominica,2025,July,30.1,137.0,0
Dominica,2025,August,30.6,199.1,0
Dominica,2025,September,29.3,146.9,0
Dominica,2025,October,28.3,145.2,0
Dominica,2025,November,29.2,136.2,0
Dominica,2025,December,27.0,68.5,0
Dominican Republic,2015,January,28.0,66.3,0
Dominican Republic,2015,February,28.4,52.6,0
Dominican Republic,2015,March,28.2,33.1,0
Dominican Republic,2015,April,27.4,50.0,0
Dominican Republic,2015,May,28.5,84.2,0
Dominican Republic,2015,June,28.5,136.3,0
Dominican Republic,2015,July,29.8,163.2,0
Dominican Republic,2015,August,29.9,217.8,0
Dominican Republic,2015,September,30.1,156.3,0
Dominican Republic,2015,October,29.0,131.6,0
Dominican Republic,2015,November,29.5,119.0,0
Dominican Republic,2015,December,27.5,71.6,0
Dominican Republic,2016,January,28.1,62.2,0
Dominican Republic,2016,February,27.5,54.1,0
Dominican Republic,2016,March,28.2,44.6,0
Dominican Republic,2016,April,27.6,56.4,0
Dominican Republic,2016,May,28.9,117.0,0
Dominican Republic,2016,June,28.6,116.6,0
Dominican Republic,2016,July,30.3,137.8,0
Dominican Republic,2016,August,29.9,137.0,0
Dominican Republic,2016,September,30.0,366.3,2
Dominican Republic,2016,October,28.7,159.1,0
Dominican Republic,2016,November,29.4,156.6,0
Dominican Republic,2016,December,26.8,94.2,0
Dominican Republic,2017,January,26.8,53.5,0
Dominican Republic,2017,February,28.4,53.4,0
Dominican Republic,2017,March,28.3,38.9,0
Dominican Republic,2017,April,29.1,49.2,0
Dominican Republic,2017,May,30.2,96.2,0
Dominican Republic,2017,June,28.8,156.5,0
Dominican Republic,2017,July,29.4,158.0,0
Dominican Republic,2017,August,31.6,140.9,0
Dominican Republic,2017,September,30.7,150.9,0
Dominican Republic,2017,October,30.4,167.5,0
Dominican Republic,2017,November,28.9,146.6,0
Dominican Republic,2017,December,26.9,75.3,0
Dominican Republic,2018,January,26.1,69.8,0
Dominican Republic,2018,February,27.0,46.3,0
Dominican Republic,2018,March,26.8,30.1,0
Dominican Republic,2018,April,29.4,64.2,0
Dominican Republic,2018,May,29.5,119.6,0
Dominican Republic,2018,June,29.6,164.1,0
Dominican Republic,2018,July,29.2,142.2,0
Dominican Republic,2018,August,29.4,202.1,0
Dominican Republic,2018,September,30.3,225.0,0
Dominican Republic,2018,October,29.3,192.0,0
Dominican Republic,2018,November,28.4,134.9,0
Dominican Republic,2018,December,26.9,62.3,0
Dominican Republic,2019,January,27.9,49.1,0
Dominican Republic,2019,February,26.9,43.2,0
Dominican Republic,2019,March,27.5,35.8,0
Dominican Republic,2019,April,29.4,55.4,0
Dominican Republic,2019,May,28.4,79.7,0
Dominican Republic,2019,June,29.7,177.9,0
Dominican Republic,2019,July,30.6,144.1,0
Dominican Republic,2019,August,30.9,143.6,0
Dominican Republic,2019,September,30.9,143.7,0
Dominican Republic,2019,October,29.1,173.7,0
Dominican Republic,2019,November,29.3,104.2,0
Dominican Republic,2019,December,27.0,67.5,0
Dominican Republic,2020,January,27.4,69.9,0
Dominican Republic,2020,February,27.5,46.1,0
Dominican Republic,2020,March,26.9,39.2,0
Dominican Republic,2020,April,29.1,66.6,0
Dominican Republic,2020,May,28.7,93.1,0
Dominican Republic,2020,June,30.5,157.3,0
Dominican Republic,2020,July,29.7,416.8,3
Dominican Republic,2020,August,29.7,212.1,0
Dominican Republic,2020,September,29.4,154.4,0
Dominican Republic,2020,October,28.4,191.7,0
Dominican Republic,2020,November,27.4,147.9,0
Dominican Republic,2020,December,26.6,64.3,0
Dominican Republic,2021,January,27.1,46.8,0
Dominican Republic,2021,February,26.9,35.2,0
Dominican Republic,2021,March,28.4,45.6,0
Dominican Republic,2021,April,27.7,66.0,0
Dominican Republic,2021,May,28.8,79.5,0
Dominican Republic,2021,June,30.6,183.7,0
Dominican Republic,2021,July,29.3,160.1,0
Dominican Republic,2021,August,29.8,346.3,2
Dominican Republic,2021,September,28.9,163.1,0
Dominican Republic,2021,October,28.9,210.2,0
Dominican Republic,2021,November,29.5,103.9,0
Dominican Republic,2021,December,27.6,88.3,0
Dominican Republic,2022,January,27.3,58.2,0
Dominican Republic,2022,February,26.7,41.7,0
Dominican Republic,2022,March,27.2,34.5,0
Dominican Republic,2022,April,29.5,44.6,0
Dominican Republic,2022,May,28.2,113.1,0
Dominican Republic,2022,June,29.7,115.5,0
Dominican Republic,2022,July,29.2,142.7,0
Dominican Republic,2022,August,29.9,222.9,0
Dominican Republic,2022,September,30.2,170.1,0
Dominican Republic,2022,October,28.7,137.3,0
Dominican Republic,2022,November,28.3,141.6,0
Dominican Republic,2022,December,28.7,79.7,0
Dominican Republic,2023,January,27.0,64.8,0
Dominican Republic,2023,February,26.6,42.8,0
Dominican Republic,2023,March,26.9,48.5,0
Dominican Republic,2023,April,27.4,68.1,0
Dominican Republic,2023,May,29.3,124.5,0
Dominican Republic,2023,June,30.4,166.9,0
Dominican Republic,2023,July,30.6,166.6,0
Dominican Republic,2023,August,31.1,192.9,0
Dominican Republic,2023,September,30.0,199.8,0
Dominican Republic,2023,October,29.4,155.7,0
Dominican Republic,2023,November,27.5,113.8,0
Dominican Republic,2023,December,27.9,65.4,0
Dominican Republic,2024,January,26.1,47.0,0
Dominican Republic,2024,February,28.4,42.4,0
Dominican Republic,2024,March,27.0,42.4,0
Dominican Republic,2024,April,27.4,61.9,0
Dominican Republic,2024,May,29.8,85.1,0
Dominican Republic,2024,June,29.6,132.1,0
Dominican Republic,2024,July,31.0,163.7,0
Dominican Republic,2024,August,29.3,173.7,0
Dominican Republic,2024,September,29.8,172.4,0
Dominican Republic,2024,October,29.3,134.1,0
Dominican Republic,2024,November,29.2,117.2,0
Dominican Republic,2024,December,27.6,65.4,0
Dominican Republic,2025,January,27.1,48.3,0
Dominican Republic,2025,February,27.8,49.2,0
Dominican Republic,2025,March,27.8,47.1,0
Dominican Republic,2025,April,28.1,54.9,0
Dominican Republic,2025,May,29.4,92.6,0
Dominican Republic,2025,June,29.2,114.6,0
Dominican Republic,2025,July,30.9,147.9,0
Dominican Republic,2025,August,29.2,215.2,0
Dominican Republic,2025,September,29.1,175.3,0
Dominican Republic,2025,October,29.1,189.1,0
Dominican Republic,2025,November,28.7,136.0,0
Dominican Republic,2025,December,26.6,72.2,0
Grenada,2015,January,26.4,63.9,0
Grenada,2015,February,28.5,56.9,0
Grenada,2015,March,27.6,54.9,0
Grenada,2015,April,29.8,61.0,0
Grenada,2015,May,29.6,127.0,0
Grenada,2015,June,30.3,146.9,0
Grenada,2015,July,31.0,156.4,0
Grenada,2015,August,30.4,183.9,0
Grenada,2015,September,31.2,228.7,0
Grenada,2015,October,29.8,565.3,5
Grenada,2015,November,28.5,120.8,0
Grenada,2015,December,27.0,105.5,0
Grenada,2016,January,27.0,54.9,0
Grenada,2016,February,27.6,47.0,0
Grenada,2016,March,28.4,45.0,0
Grenada,2016,April,28.6,66.3,0
Grenada,2016,May,29.2,116.9,0
Grenada,2016,June,30.5,374.4,3
Grenada,2016,July,31.3,176.5,0
Grenada,2016,August,31.8,213.0,0
Grenada,2016,September,31.5,203.3,0
Grenada,2016,October,30.3,178.9,0
Grenada,2016,November,29.0,141.6,0
Grenada,2016,December,27.1,74.3,0
Grenada,2017,January,27.0,67.7,0
Grenada,2017,February,28.4,43.0,0
Grenada,2017,March,27.9,58.1,0
Grenada,2017,April,28.1,68.3,0
Grenada,2017,May,28.5,93.1,0
Grenada,2017,June,30.7,157.1,0
Grenada,2017,July,30.2,262.5,1
Grenada,2017,August,29.8,167.1,0
Grenada,2017,September,30.8,167.6,0
Grenada,2017,October,30.8,503.7,4
Grenada,2017,November,27.7,147.1,0
Grenada,2017,December,28.8,85.8,0
Grenada,2018,January,27.8,55.7,0
Grenada,2018,February,28.2,45.1,0
Grenada,2018,March,28.6,60.8,0
Grenada,2018,April,29.5,79.6,0
Grenada,2018,May,28.8,131.2,0
Grenada,2018,June,29.0,184.5,0
Grenada,2018,July,30.6,160.7,0
Grenada,2018,August,30.1,182.7,0
Grenada,2018,September,29.6,247.0,0
Grenada,2018,October,29.1,193.3,0
Grenada,2018,November,28.4,171.4,0
Grenada,2018,December,27.7,98.2,0
Grenada,2019,January,28.2,85.3,0
Grenada,2019,February,28.2,63.8,0
Grenada,2019,March,29.1,52.6,0
Grenada,2019,April,29.1,79.3,0
Grenada,2019,May,30.1,95.7,0
Grenada,2019,June,29.4,196.7,0
Grenada,2019,July,31.2,137.9,0
Grenada,2019,August,31.6,179.4,0
Grenada,2019,September,30.1,247.8,0
Grenada,2019,October,28.7,214.8,0
Grenada,2019,November,28.0,167.3,0
Grenada,2019,December,28.2,107.1,0
Grenada,2020,January,27.2,53.7,0
Grenada,2020,February,28.4,67.1,0
Grenada,2020,March,27.9,58.5,0
Grenada,2020,April,29.6,75.4,0
Grenada,2020,May,29.9,110.3,0
Grenada,2020,June,30.1,185.1,0
Grenada,2020,July,30.3,129.8,0
Grenada,2020,August,31.1,202.4,0
Grenada,2020,September,29.5,190.1,0
Grenada,2020,October,29.3,146.4,0
Grenada,2020,November,28.7,172.9,0
Grenada,2020,December,28.5,105.6,0
Grenada,2021,January,28.0,63.7,0
Grenada,2021,February,28.2,48.4,0
Grenada,2021,March,28.8,57.5,0
Grenada,2021,April,28.5,54.7,0
Grenada,2021,May,30.4,131.1,0
Grenada,2021,June,31.0,193.8,0
Grenada,2021,July,30.7,204.6,0
Grenada,2021,August,30.0,209.1,0
Grenada,2021,September,30.2,192.9,0
Grenada,2021,October,28.7,172.8,0
Grenada,2021,November,27.8,155.3,0
Grenada,2021,December,28.8,87.9,0
Grenada,2022,January,26.6,77.5,0
Grenada,2022,February,28.5,62.8,0
Grenada,2022,March,28.1,40.8,0
Grenada,2022,April,28.9,81.1,0
Grenada,2022,May,29.8,105.5,0
Grenada,2022,June,29.1,143.2,0
Grenada,2022,July,30.7,204.6,0
Grenada,2022,August,31.1,266.0,1
Grenada,2022,September,30.0,219.3,0
Grenada,2022,October,30.2,204.3,0
Grenada,2022,November,28.1,111.7,0
Grenada,2022,December,27.5,78.1,0
Grenada,2023,January,28.5,85.4,0
Grenada,2023,February,27.9,61.8,0
Grenada,2023,March,27.6,53.0,0
Grenada,2023,April,28.5,60.8,0
Grenada,2023,May,29.5,114.4,0
Grenada,2023,June,29.9,194.4,0
Grenada,2023,July,29.5,154.5,0
Grenada,2023,August,29.8,233.6,1
Grenada,2023,September,31.3,233.5,0
Grenada,2023,October,30.7,164.9,0
Grenada,2023,November,29.0,158.3,0
Grenada,2023,December,27.5,107.7,0
Grenada,2024,January,28.5,79.2,0
Grenada,2024,February,28.5,59.3,0
Grenada,2024,March,27.1,41.2,0
Grenada,2024,April,27.6,57.2,0
Grenada,2024,May,29.2,137.2,0
Grenada,2024,June,28.8,148.5,0
Grenada,2024,July,30.4,169.4,0
Grenada,2024,August,31.6,474.2,4
Grenada,2024,September,29.6,166.8,0
Grenada,2024,October,29.2,221.2,0
Grenada,2024,November,28.9,173.0,0
Grenada,2024,December,28.1,86.2,0
Grenada,2025,January,28.0,76.2,0
Grenada,2025,February,26.6,60.0,0
Grenada,2025,March,27.9,52.3,0
Grenada,2025,April,29.5,53.8,0
Grenada,2025,May,30.2,118.8,0
Grenada,2025,June,31.0,567.5,5
Grenada,2025,July,30.8,208.3,0
Grenada,2025,August,31.3,212.3,0
Grenada,2025,September,30.6,331.1,2
Grenada,2025,October,29.3,543.9,5
Grenada,2025,November,28.4,132.9,0
Grenada,2025,December,28.9,106.5,0
Guadeloupe,2015,January,26.3,66.5,0
Guadeloupe,2015,February,25.4,73.2,0
Guadeloupe,2015,March,25.5,59.7,0
Guadeloupe,2015,April,27.6,67.9,0
Guadeloupe,2015,May,26.8,129.9,0
Guadeloupe,2015,June,28.1,169.1,0
Guadeloupe,2015,July,28.6,185.7,0
Guadeloupe,2015,August,29.5,231.1,0
Guadeloupe,2015,September,28.4,282.2,1
Guadeloupe,2015,October,27.8,168.1,0
Guadeloupe,2015,November,26.2,149.7,0
Guadeloupe,2015,December,26.1,89.5,0
Guadeloupe,2016,January,26.4,79.1,0
Guadeloupe,2016,February,25.1,78.1,0
Guadeloupe,2016,March,26.4,53.9,0
Guadeloupe,2016,April,26.0,57.9,0
Guadeloupe,2016,May,27.4,95.7,0
Guadeloupe,2016,June,28.2,149.0,0
Guadeloupe,2016,July,27.6,180.3,0
Guadeloupe,2016,August,29.3,168.0,0
Guadeloupe,2016,September,28.4,166.2,0
Guadeloupe,2016,October,27.4,203.5,0
Guadeloupe,2016,November,27.3,159.3,0
Guadeloupe,2016,December,27.1,118.6,0
Guadeloupe,2017,January,25.0,89.9,0
Guadeloupe,2017,February,26.7,52.2,0
Guadeloupe,2017,March,25.3,48.5,0
Guadeloupe,2017,April,26.9,82.2,0
Guadeloupe,2017,May,28.6,126.1,0
Guadeloupe,2017,June,28.4,210.3,0
Guadeloupe,2017,July,29.0,197.1,0
Guadeloupe,2017,August,28.4,242.5,1
Guadeloupe,2017,September,27.5,259.4,0
Guadeloupe,2017,October,27.2,209.5,0
Guadeloupe,2017,November,26.8,159.4,0
Guadeloupe,2017,December,25.4,90.0,0
Guadeloupe,2018,January,25.6,60.9,0
Guadeloupe,2018,February,25.2,71.6,0
Guadeloupe,2018,March,26.2,70.8,0
Guadeloupe,2018,April,26.3,77.6,0
Guadeloupe,2018,May,26.6,90.5,0
Guadeloupe,2018,June,28.6,210.8,0
Guadeloupe,2018,July,29.1,188.6,0
Guadeloupe,2018,August,28.4,198.8,0
Guadeloupe,2018,September,28.8,221.7,0
Guadeloupe,2018,October,28.6,193.8,0
Guadeloupe,2018,November,27.0,144.2,0
Guadeloupe,2018,December,25.2,119.6,0
Guadeloupe,2019,January,25.6,79.8,0
Guadeloupe,2019,February,25.6,71.4,0
Guadeloupe,2019,March,25.9,50.8,0
Guadeloupe,2019,April,26.3,64.5,0
Guadeloupe,2019,May,27.2,126.1,0
Guadeloupe,2019,June,28.4,138.7,0
Guadeloupe,2019,July,29.1,221.4,0
Guadeloupe,2019,August,29.3,223.5,0
Guadeloupe,2019,September,29.3,246.2,0
Guadeloupe,2019,October,27.4,219.3,0
Guadeloupe,2019,November,26.1,127.5,0
Guadeloupe,2019,December,25.3,95.8,0
Guadeloupe,2020,January,25.2,68.4,0
Guadeloupe,2020,February,24.9,77.4,0
Guadeloupe,2020,March,25.6,69.8,0
Guadeloupe,2020,April,25.9,58.6,0
Guadeloupe,2020,May,27.9,97.2,0
Guadeloupe,2020,June,27.6,156.4,0
Guadeloupe,2020,July,27.6,214.0,0
Guadeloupe,2020,August,28.1,219.0,0
Guadeloupe,2020,September,29.0,231.7,0
Guadeloupe,2020,October,27.8,190.8,0
Guadeloupe,2020,November,26.1,120.4,0
Guadeloupe,2020,December,26.7,122.4,0
Guadeloupe,2021,January,24.7,64.2,0
Guadeloupe,2021,February,26.7,78.4,0
Guadeloupe,2021,March,25.9,58.2,0
Guadeloupe,2021,April,27.4,60.0,0
Guadeloupe,2021,May,27.2,98.3,0
Guadeloupe,2021,June,28.0,162.8,0
Guadeloupe,2021,July,28.0,207.8,0
Guadeloupe,2021,August,28.9,158.5,0
Guadeloupe,2021,September,29.2,195.4,0
Guadeloupe,2021,October,27.1,219.7,0
Guadeloupe,2021,November,26.3,172.6,0
Guadeloupe,2021,December,25.9,97.9,0
Guadeloupe,2022,January,26.2,74.5,0
Guadeloupe,2022,February,25.2,49.1,0
Guadeloupe,2022,March,27.2,47.5,0
Guadeloupe,2022,April,27.9,62.4,0
Guadeloupe,2022,May,28.2,129.6,0
Guadeloupe,2022,June,29.0,132.4,0
Guadeloupe,2022,July,29.1,194.4,0
Guadeloupe,2022,August,28.4,190.2,0
Guadeloupe,2022,September,28.7,189.4,0
Guadeloupe,2022,October,28.8,147.0,0
Guadeloupe,2022,November,27.0,181.5,0
Guadeloupe,2022,December,26.0,85.3,0
Guadeloupe,2023,January,26.2,86.1,0
Guadeloupe,2023,February,26.7,74.2,0
